Sequence, Marketplace, Reseller Name, Reseller Contact Name, Reseller Email Address, Reseller Phone Number, Order Id, Subscription Id, Activity Type, Service Type, Order Creation Date, Purchase Date, Activation Date,Subscription Type,Term Start Date,Term End Date,Term Duration,Next Renewal Date, Service Cancellation Date, Bill From, Bill To, Company Name, Company Acronym, Account Creation Date, First Name, Last Name, Customer Email Address, Customer Phone Number,Address Line1,Address Line2, City, State/Province, ZIP Code, Country, Country Code, Service Name, Offer Name, Offer Code, Sales Reference Code, Unit Of Measure, Qty, Pro-rate Scale, Retail Unit Price, Pro-rated Retail Price Unit Price, Gross Retail Price, Retail Price Discount (%), Pro-Rated Retail Unit Discounted Price (Amount), Total Retail Price Discount (Amount), Total Retail Price, Tax on Total Retail Price, Grand Total: Retail Price, Promotion Code, Promotion duration, Wholesale Unit Price, Pro-rated Wholesale Unit Price, Customer Transaction Currency, Vendor Currency, Gross Wholesale Price, Wholesale Price Discount (%), Pro-Rated Wholesale Unit Discounted Price (Amount), Total Wholesale Price Discount (Amount), Total Wholesale Price, Tax on Total Wholesale Price, Grand Total: Wholesale Price, Vendor Name, Vendor Unit Price, Pro-rated Vendor Unit Price, Total Vendor Price, Tax on Total Vendor Price, Grand Total: Vendor Price, Billing Cycle, Prorate Type, Prorate On Cancellation, Usage Attributes, Payment Method, Payment Status, Refund Type, Refund Amount, Invoice Number, Resource Id, Charge Type, Invoice Status
59067658-3bce-11e9-9429-fa168efe86a7,Teleo Target,Vivo Plataforma Digital,Administrador Reseller Vivo,vivoreseller@portalvivocloud.com.br,1.10988E+11,4011526,0c254323-c78d-4696-a401-2c07b492c609,Recurring,SAAS,4/2/2019,4/2/2019,4/2/2019,SUBSCRIPTION,,,,,,1/3/2019,31/03/2019,Vivo Plataforma Digital,VIVORESELLER,29/01/2019,Administrador Reseller,Vivo,vivoreseller@portalvivocloud.com.br,1.10988E+11,"Av. Engenheiro Luís Carlos Berrini, 1376",Cidade Monções,São Paulo,São Paulo,04571-936,Brazil,BR,Servico Vivo 01,Oferta Vivo Basic,Oferta Vivo Basic,DEALER01,licença,2,1,89,89,178,,89,,178,,178,,,59,59,USD,USD,118,,59,,118,,118,Teleo Target,59,59,118,,118,Month,Yes,Full Charge,Recurring Fee,Credito pré Aprovado,Overdue,,,VVR-1-00001049,,,Active
3347d7e3-e30e-446c-bd44-33458d82cd9a,Teleo Target,Vivo Plataforma Digital,Administrador Reseller Vivo,vivoreseller@portalvivocloud.com.br,1.10988E+11,,3347d7e3-e30e-446c-bd44-33458d82cd9a,Cancellation,SAAS,4/2/2019,4/2/2019,4/2/2019,SUBSCRIPTION,,,,,24/02/2019,,,JOAO OLIVEIRA,JOAOOLIVEIRA,4/2/2019,Joao,Oliveira,joaopauloudilaga@hotmail.com,1172621389,Brasilia Shoppping,Torre Sul,Brasilia,Federal District,72115134,Brazil,BR,Servico Vivo 01,Oferta Vivo Basic,Oferta Vivo Basic,,licença,1,,,,,,,,,,,,,,,USD,USD,,,,,,,,Teleo Target,,,,,,Month,Yes,Full Charge,Cancellation,,,,,,,,
93666d44-28d7-11e9-a1c2-fa168e341347,Teleo Target,Vivo Plataforma Digital,Administrador Reseller Vivo,vivoreseller@portalvivocloud.com.br,1.10988E+11,4011528,3347d7e3-e30e-446c-bd44-33458d82cd9a,New,SAAS,4/2/2019,4/2/2019,4/2/2019,SUBSCRIPTION,,,,,,4/2/2019,28/02/2019,JOAO OLIVEIRA,JOAOOLIVEIRA,4/2/2019,Joao,Oliveira,joaopauloudilaga@hotmail.com,1172621389,Brasilia Shoppping,Torre Sul,Brasilia,Federal District,72115134,Brazil,BR,Servico Vivo 01,Oferta Vivo Basic,Oferta Vivo Basic,REF01,licença,1,0.892857143,89,79.46,79.46,,79.46,,79.46,,79.46,,,59,52.68,USD,USD,52.68,,52.68,,52.68,,52.68,Teleo Target,59,52.68,52.68,,52.68,Month,Yes,Full Charge,Prorate-Recurring Fee,Pre-Approved Credit,Overdue,,,VVR-1-00001029,,,Active
e11d9240-2915-11e9-805e-fa168e341347,Teleo Target,telephonicaenterprise,telephonicaenterprise telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,4011531,79b6512f-54c7-4141-8b76-7b2faeecc7a6,New,SAAS,5/2/2019,5/2/2019,5/2/2019,SUBSCRIPTION,,,,,,5/2/2019,28/02/2019,telephonicaenterprise,telephonicaenterprise,1/2/2019,telephonicaenterprise,telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,telephonicaenterprise,telephonicaenterprise,other,other,90201,,DK,serviceFeb4,serviceFeb4,serviceFeb4,,unit,1,0.857142857,50,42.86,42.86,,42.86,,42.86,,42.86,,,0,0,USD,USD,0,,0,,0,,0,Teleo Target,0,0,0,,0,Month,Yes,Full Charge,Prorate-Recurring Fee,Credito pré Aprovado,Overdue,,,tle-1-00001063,,,Active
79b6512f-54c7-4141-8b76-7b2faeecc7a6,Teleo Target,telephonicaenterprise,telephonicaenterprise telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,,79b6512f-54c7-4141-8b76-7b2faeecc7a6,Cancellation,SAAS,5/2/2019,5/2/2019,5/2/2019,SUBSCRIPTION,,,,,4/2/2019,,,telephonicaenterprise,telephonicaenterprise,1/2/2019,telephonicaenterprise,telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,telephonicaenterprise,telephonicaenterprise,other,other,90201,,DK,serviceFeb4,serviceFeb4,serviceFeb4,,unit,1,,,,,,,,,,,,,,,USD,USD,,,,,,,,Teleo Target,,,,,,Month,Yes,Full Charge,Cancellation,,,,,,,,
fd5cb94b-26e3-4ef5-b63c-8f51c12b979b,Teleo Target,telephonicaenterprise,telephonicaenterprise telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,,fd5cb94b-26e3-4ef5-b63c-8f51c12b979b,Cancellation,SAAS,5/2/2019,5/2/2019,5/2/2019,SUBSCRIPTION,,,,,5/2/2019,,,telephonicaenterprise,telephonicaenterprise,1/2/2019,telephonicaenterprise,telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,telephonicaenterprise,telephonicaenterprise,other,other,90201,,DK,bundle1,bundle1 Offer,bundle1-Offer,,bundle1,0,,,,,,,,,,,,,,,USD,USD,,,,,,,,Teleo Target,,,,,,Month,Yes,Full Charge,Cancellation,,,,,,,,
950de548-2916-11e9-9874-fa168e341347,Teleo Target,telephonicaenterprise,telephonicaenterprise telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,4011532,fd5cb94b-26e3-4ef5-b63c-8f51c12b979b,New,SAAS,5/2/2019,5/2/2019,5/2/2019,SUBSCRIPTION,,,,,,5/2/2019,28/02/2019,telephonicaenterprise,telephonicaenterprise,1/2/2019,telephonicaenterprise,telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,telephonicaenterprise,telephonicaenterprise,other,other,90201,,DK,bundle1,bundle1 Offer,bundle1-Offer,,bundle1,1,0.857142857,40,34.29,34.29,,34.29,,34.29,,34.29,,,20,17.14,USD,USD,17.14,,17.14,,17.14,,17.14,Teleo Target,10,8.57,8.57,,8.57,Month,Yes,Full Charge,Prorate-Recurring Fee,Credito pré Aprovado,Overdue,,,tle-1-00001063,,,Active
bbc7f088-2917-11e9-9b71-fa168e341347,Teleo Target,telephonicaenterprise,telephonicaenterprise telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,4011533,f652104d-69fd-49af-82b2-bef209ae9637,Additional,SAAS,5/2/2019,5/2/2019,5/2/2019,SUBSCRIPTION,,,,,,5/2/2019,28/02/2019,telephonicaenterprise,telephonicaenterprise,1/2/2019,telephonicaenterprise,telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,telephonicaenterprise,telephonicaenterprise,other,other,90201,,DK,bundle1,bundle1 Offer,bundle1-Offer,,bundle1,1,0.857142857,40,34.29,34.29,,34.29,,34.29,,34.29,,,20,17.14,USD,USD,17.14,,17.14,,17.14,,17.14,Teleo Target,10,8.57,8.57,,8.57,Month,Yes,Full Charge,Prorate-Recurring Fee,Credito pré Aprovado,Overdue,,,tle-1-00001063,,,Active
f652104d-69fd-49af-82b2-bef209ae9637,Teleo Target,telephonicaenterprise,telephonicaenterprise telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,,f652104d-69fd-49af-82b2-bef209ae9637,Cancellation,SAAS,5/2/2019,5/2/2019,5/2/2019,SUBSCRIPTION,,,,,5/2/2019,,,telephonicaenterprise,telephonicaenterprise,1/2/2019,telephonicaenterprise,telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,telephonicaenterprise,telephonicaenterprise,other,other,90201,,DK,bundle1,bundle1 Offer,bundle1-Offer,,bundle1,0,,,,,,,,,,,,,,,USD,USD,,,,,,,,Teleo Target,,,,,,Month,Yes,Full Charge,Cancellation,,,,,,,,
f652104d-69fd-49af-82b2-bef209ae9637,Teleo Target,telephonicaenterprise,telephonicaenterprise telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,4011534,f652104d-69fd-49af-82b2-bef209ae9637,Reduction,SAAS,5/2/2019,5/2/2019,5/2/2019,SUBSCRIPTION,,,,,,,,telephonicaenterprise,telephonicaenterprise,1/2/2019,telephonicaenterprise,telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,telephonicaenterprise,telephonicaenterprise,other,other,90201,,DK,bundle1,bundle1 Offer,bundle1-Offer,,bundle1,1,,,,,,,,,,,,,,,USD,USD,,,,,,,,Teleo Target,,,,,,Month,Yes,Full Charge,Reduction,,Overdue,,,tle-1-00001063,,,Active
39f76450-6b63-4c48-84a4-8793830fa4f2,Teleo Target,telephonicaenterprise,telephonicaenterprise telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,,39f76450-6b63-4c48-84a4-8793830fa4f2,Cancellation,SAAS,5/2/2019,5/2/2019,5/2/2019,SUBSCRIPTION,,,,,5/2/2019,,,telephonicaenterprise,telephonicaenterprise,1/2/2019,telephonicaenterprise,telephonicaenterprise,pka.lya.nc.h.iru@gmail.com,3.45457E+12,telephonicaenterprise,telephonicaenterprise,other,other,90201,,DK,bundle1,bundle1 Offer,bundle1-Offer,,bundle1,1,,,,,,,,,,,,,,,USD,USD,,,,,,,,Teleo Target,,,,,,Month,Yes,Full Charge,Cancellation,,,,,,,,
